trip_id,arrival_time,departure_time,stop_id,stop_sequence
20044211,6:45:00,6:45:00,0211JAC,10
20044211,6:50:00,6:50:00,0201KAR,11
20044211,6:55:00,6:55:00,0201MHG,12
20044211,7:00:00,7:00:00,0201KNL,13
20044211,7:05:00,7:05:00,0213KHW,14
20045110,6:00:00,6:00:00,0200KRE,1
20045110,6:05:00,6:05:00,0210KRE,2
20045110,6:10:00,6:10:00,0210KAH,3
20045110,6:15:00,6:15:00,0200GIT,4
20045110,6:20:00,6:20:00,0210GIT,5
20045110,6:25:00,6:25:00,0210RSB,6
20045110,6:30:00,6:30:00,0210STD,7
20045110,6:35:00,6:35:00,0200STD,8
20045110,6:40:00,6:40:00,0200HML,9
20045110,6:45:00,6:45:00,0210ALS,10
20045110,6:50:00,6:50:00,0210DRV,11
20045110,6:55:00,6:55:00,0210KCA,12
20045110,7:00:00,7:00:00,0210SUR,13
20045110,7:05:00,7:05:00,0210MTG,14
20045110,7:10:00,7:10:00,0210PNG,15
20045110,7:15:00,7:15:00,0200GNK,16
20045110,7:20:00,7:20:00,0210NGR,17
20045110,7:25:00,7:25:00,0212KUS,18
20045111,6:00:00,6:00:00,0212KUS,1
20045111,6:05:00,6:05:00,0211NGR,2
20045111,6:10:00,6:10:00,0211PIO,3
20045111,6:15:00,6:15:00,0201PNG,4
20045111,6:20:00,6:20:00,0211MTG,5
20045111,6:25:00,6:25:00,0211NYS,6
20045111,6:30:00,6:30:00,0211KCA,7
20045111,6:35:00,6:35:00,0211DRV,8
20045111,6:40:00,6:40:00,0201ALS,9
20045111,6:45:00,6:45:00,0211ALS,10
20045111,6:50:00,6:50:00,0201HML,11
20045111,6:55:00,6:55:00,0211STD,12
20045111,7:00:00,7:00:00,0201RSB,13
20045111,7:05:00,7:05:00,0201GIT,14
20045111,7:10:00,7:10:00,0211GIT,15
20045111,7:15:00,7:15:00,0201GIG,16
20045111,7:20:00,7:20:00,0211KAH,17
20045111,7:25:00,7:25:00,0211KRE,18
20045111,7:30:00,7:30:00,0201KRE,19
20045111,7:35:00,7:35:00,0213MKU,20
20045120,6:00:00,6:00:00,0213GHD,1
20045120,6:05:00,6:05:00,0210RSB,2
20045120,6:10:00,6:10:00,0210STD,3
20045120,6:15:00,6:15:00,0200STD,4
20045120,6:20:00,6:20:00,0200HML,5
20045120,6:25:00,6:25:00,0210ALS,6
20045120,6:30:00,6:30:00,0210DRV,7
20045120,6:35:00,6:35:00,0210KCA,8
20045120,6:40:00,6:40:00,0210SUR,9
