type_id,starttime,stoptime,tripduration,start_lat,start_lon,end_lat,end_lon
46B,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.268941,36.841927,-1.267348,36.843678
103,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.22554,36.704265,-1.2278,36.698182
28,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.262003,36.873888,-1.261717,36.868798
405,2017-01-03 06:06:00,2017-01-03 06:09:00,180,-1.30013,36.83601,-1.30195,36.83243
145,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.259818,36.843621,-1.256155,36.855219
33C,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.326522,36.895331,-1.325403,36.897198
119A,2017-01-03 06:06:00,2017-01-03 06:07:00,60,-1.232788,36.763997,-1.23312,36.767312
145D,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.152403,36.919994,-1.154988,36.926973
3U/3,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.290401,36.745675,-1.288554,36.743012
2,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.28136,36.691763,-1.281721,36.695991
126N,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.391542,36.682485,-1.390979,36.681973
42,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.252438,36.897528,-1.254669,36.894599
28,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.26582,36.857434,-1.263902,36.860826
33C,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.2936,36.8492,-1.294013,36.851153
135,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.131017,36.634524,-1.145791,36.637495
14,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.261717,36.868798,-1.262131,36.86737
32D,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.26989,36.838241,-1.268941,36.841927
7,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.285316,36.83068,-1.284717,36.826758
11C,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.271651387,36.82829618,-1.26701,36.834376
111,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.298912,36.798084,-1.299527,36.792314
46K,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.292408,36.804994,-1.295282,36.801229
8,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.298912,36.798084,-1.29971,36.792688
29/30,2017-01-03 06:06:00,2017-01-03 06:08:00,120,-1.259936,36.844346,-1.274465,36.823897
48O,2017-01-03 06:07:00,2017-01-03 06:09:00,120,-1.280677,36.781659,-1.279389,36.783492
48A,2017-01-03 06:07:00,2017-01-03 06:09:00,120,-1.271117,36.806804,-1.272474,36.803714
119A,2017-01-03 06:07:00,2017-01-03 06:08:00,60,-1.23312,36.767312,-1.234139,36.775916
33GTB,2017-01-03 06:07:00,2017-01-03 06:09:00,120,-1.2936,36.8492,-1.294013,36.851153
33GTB,2017-01-03 06:07:00,2017-01-03 06:09:00,120,-1.313665,36.893571,-1.312481,36.892883
69,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.304213,36.839302,-1.306339,36.841548
46B,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.267348,36.843678,-1.266468,36.847688
69,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.317972,36.862809,-1.315107,36.860227
34B,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.294013,36.851153,-1.29454,36.85315
33MKR,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.330143,36.855826,-1.325894,36.848591
2,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.281721,36.695991,-1.282518,36.699162
8,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.29971,36.792688,-1.301224,36.792779
32D,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.268941,36.841927,-1.267348,36.843678
3N,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.27975,36.831313,-1.278382,36.830223
3U/3,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.270807,36.728575,-1.2717,36.729698
135,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.145791,36.637495,-1.148981,36.63797
11C,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.26701,36.834376,-1.268018,36.833628
111,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.354088,36.657717,-1.352561,36.658285
19C2,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.269092,36.913476,-1.264403,36.908316
16,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.311067,36.817232,-1.312813,36.815245
33C,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.294013,36.851153,-1.29454,36.85315
103,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.2278,36.698182,-1.229762,36.687326
3U/3,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.288554,36.743012,-1.287695,36.741786
145,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.256155,36.855219,-1.252175,36.859441
28,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.261717,36.868798,-1.262131,36.86737
11C,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.275607,36.823317,-1.281093,36.82277
33C,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.325403,36.897198,-1.322794,36.899198
111,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.299527,36.792314,-1.299708,36.787362
42,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.254669,36.894599,-1.255699,36.893
14,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.262131,36.86737,-1.262392,36.866339
46K,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.295282,36.801229,-1.294638,36.797727
126N,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.390979,36.681973,-1.383012,36.67689
119A,2017-01-03 06:08:00,2017-01-03 06:09:00,60,-1.234139,36.775916,-1.235029,36.778202
28,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.263902,36.860826,-1.262975,36.863945
119A,2017-01-03 06:08:00,2017-01-03 06:09:00,60,-1.263575,36.807414,-1.262281,36.803707
126N,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.380401,36.676708,-1.382853,36.676901
16/62,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.267348,36.843678,-1.266468,36.847688
145D,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.154988,36.926973,-1.156222,36.930358
48A,2017-01-03 06:08:00,2017-01-03 06:14:00,360,-1.270877,36.775226,-1.268324,36.785744
16/62,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.27431,36.91784,-1.27537,36.91743
3N,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.279447,36.833176,-1.278042,36.833852
33TP,2017-01-03 06:08:00,2017-01-03 06:10:00,120,-1.322794,36.899198,-1.321225,36.89818
23KG,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.26017,36.77119,-1.259215,36.774992
48A,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.272474,36.803714,-1.271918,36.801774
405,2017-01-03 06:09:00,2017-01-03 06:12:00,180,-1.29908,36.83715,-1.29336,36.84073
48O,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.279389,36.783492,-1.276931,36.785988
405,2017-01-03 06:09:00,2017-01-03 06:12:00,180,-1.30195,36.83243,-1.30361,36.82901
33GTB,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.312481,36.892883,-1.311383,36.892134
119A,2017-01-03 06:09:00,2017-01-03 06:10:00,60,-1.262281,36.803707,-1.25988,36.8022
33GTB,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.294013,36.851153,-1.29454,36.85315
119A,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.235029,36.778202,-1.243299,36.792342
48B,2017-01-03 06:09:00,2017-01-03 06:11:00,120,-1.280677,36.781659,-1.279389,36.783492
145D,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.158563,36.937352,-1.156977,36.932324
70/71,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.304934,36.883006,-1.30543,36.882598
145D,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.156222,36.930358,-1.15693,36.932686
35/60,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
107,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.19432,36.7429,-1.19233,36.7437
45G,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.259818,36.843621,-1.256155,36.855219
35/60,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27982,36.88711,-1.27897,36.888
10,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
119,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.22161,36.71743,-1.22197,36.71838
12C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.319535,36.829339,-1.318489,36.829564
33DP,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
3560_2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27804,36.89521,-1.2778,36.8925
100A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.1835,36.83854,-1.18981,36.83959
70/71,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
41,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.265889,36.85133,-1.26582,36.857434
110ATH,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.309533,36.828803,-1.316765,36.833987
126N,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.383012,36.67689,-1.376506,36.676179
115,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.267467141,36.80414826,-1.2628,36.80031
3560_2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.28413,36.88711,-1.283847,36.887127
11,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29955,36.824716,-1.298461,36.828025
116,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27043,36.82048,-1.2696,36.8204
110AK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.451535,36.968096,-1.45773,36.978475
100A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.25919,36.84238,-1.25025,36.84633
56,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.282279,36.752452,-1.286478,36.753424
24,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.316487,36.718119,-1.31267,36.722468
36,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.249049,36.90123,-1.251044,36.898828
49,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.227159,36.917404,-1.226196,36.916057
23KG,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.270804,36.807211,-1.265659332,36.8027401
119A,2017-01-03 06:10:00,2017-01-03 06:11:00,60,-1.25988,36.8022,-1.258949,36.801848
24,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.307609081,36.81954145,-1.311067,36.817232
41,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.24669075,36.90515757,-1.249049,36.90123
5,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.303983,36.769137,-1.30206,36.766956
53,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.218457,36.874002,-1.221369,36.872925
24C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.28867805,36.81337774,-1.292408,36.804994
53,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.225183,36.873912,-1.22293,36.872273
46B,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.266468,36.847688,-1.266168,36.849023
33SB,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.310285926,36.80552423,-1.31403029,36.80773437
118,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.224559,36.706424,-1.229827,36.70987
2030,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.255259,36.878742,-1.247161,36.874858
107D,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.152181,36.919882,-1.155235,36.926119
2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.297464967,36.80522919,-1.298912,36.798084
126RK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.396351,36.744019,-1.396275043,36.74119949
106,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.181032,36.762044,-1.181773,36.762476
6E,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.291903,36.852417,-1.286501,36.851676
44K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.182127,36.894298,-1.189464,36.896528
129,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.230569,36.674916,-1.230536,36.675502
3U/3,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.287695,36.741786,-1.284792,36.737882
126,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.425355,36.693466,-1.423343,36.695863
43,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.245918,36.8666807,-1.248201,36.863979
19Cdc,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
34L,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.310334206,36.8055135,-1.314014196,36.80768073
19Cdc,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.269092,36.913476,-1.264403,36.908316
44G,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.182127,36.894298,-1.190834,36.897263
25A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.24068,36.89471,-1.241361,36.894047
106,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27335,36.82297,-1.27043,36.82048
4W,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.296463,36.808161,-1.297464967,36.80522919
6E,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.286574,36.851751,-1.289892,36.852357
11,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.31782,36.847343,-1.318126,36.846641
19C2,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.264403,36.908316,-1.265207,36.90773
25A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.271651387,36.82829618,-1.266785,36.834315
44Z,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.274601,36.824122,-1.271651387,36.82829618
125,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.307609081,36.81954145,-1.311067,36.817232
105,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.270804,36.807211,-1.265444756,36.80256844
46K,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.294638,36.797727,-1.294109,36.795529
46K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.287475,36.748821,-1.289355,36.754621
44G,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.274601,36.824122,-1.271651387,36.82829618
24BK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.341533,36.75747,-1.340951,36.753609
42,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.255699,36.893,-1.258177,36.893397
10,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.292251468,36.86982751,-1.292358756,36.86879754
7C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.291923523,36.81301832,-1.288299,36.81367
38/39,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
26,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29342556,36.86805725,-1.292352676,36.87003136
44Z,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.201649,36.898004,-1.201788,36.897735
125,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.397259,36.756804,-1.397324,36.758091
102,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.254524,36.665866,-1.262757,36.669726
23KS,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.264858,36.886968,-1.265346,36.886123
19C2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.278791428,36.88264847,-1.278705597,36.88264847
7C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.28867805,36.81337774,-1.292303,36.812936
126RK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.426975,36.691508,-1.425355,36.693466
38/39,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.266918,36.989741,-1.264259,36.983082
44K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.208688,36.893951,-1.206747,36.894434
26,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26271,36.87912,-1.265797,36.879828
4W,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.290783,36.732013,-1.291201,36.733467
46H,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.262131,36.86737,-1.262392,36.866339
34L,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.323677,36.798897,-1.323061,36.802046
39SK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
108,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.227861643,36.79806501,-1.226487,36.795583
11A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27335,36.82297,-1.27043,36.82048
6,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.271651387,36.82829618,-1.26701,36.834376
46H,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26989,36.838241,-1.268941,36.841927
1,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.296535,36.682916,-1.298079,36.682247
46Y,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.293373,36.792853,-1.293984,36.795456
69,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.315107,36.860227,-1.313898,36.856632
39SK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.265559,36.904639,-1.273022,36.897279
110AK,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.44856,36.980494,-1.45239,36.979922
105,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.240285,36.675546,-1.242892,36.677207
6,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.266587377,36.84762955,-1.266850233,36.84567153
30,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.262773275,36.72769189,-1.263685226,36.73058867
126N,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.382853,36.676901,-1.391168,36.682261
46B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.262131,36.86737,-1.262392,36.866339
29/30,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.266785,36.834315,-1.259818,36.843621
102,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.297464967,36.80522919,-1.298912,36.798084
48K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.289474,36.756896,-1.289586,36.760559
33SB,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.313469,36.827745,-1.307630539,36.82215929
15,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.323273182,36.77722692,-1.323627234,36.77998424
107D,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.215523,36.815038,-1.215448,36.83521
15,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.307930946,36.81912303,-1.311067,36.817232
17B_2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.232031,36.92611,-1.231538,36.924968
30,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.270804,36.807211,-1.265466213,36.80256844
17A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.269783,36.880898,-1.27171,36.88135
25,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.274601,36.824122,-1.271651387,36.82829618
46Y,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.28867805,36.81337774,-1.289765,36.810258
1,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.311578751,36.69832706,-1.308581,36.69592
17A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26433,36.92351,-1.26531,36.92328
69,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.306339,36.841548,-1.307088,36.842819
17B_2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.217937,36.899857,-1.21821,36.900913
25,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.246862411,36.88436508,-1.246304512,36.88011646
24C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.329351,36.71327,-1.333746,36.716578
129,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.225118,36.705298,-1.22554,36.704265
43,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.279431,36.833293,-1.266785,36.834315
2030,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.255538,36.878823,-1.256536,36.878871
48K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.260987,36.792201,-1.25982,36.78687
2,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.282518,36.699162,-1.279987,36.71129
126,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.305527687,36.82567835,-1.307609081,36.81954145
5,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.28867805,36.81337774,-1.289767027,36.81091547
11C,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.268018,36.833628,-1.268919,36.83285
145B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.233479,36.990048,-1.226859,36.990212
33DC,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.307549,36.889996,-1.309334,36.890975
114W,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26540184,36.80261135,-1.2628,36.80031
18C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26988,36.92002,-1.27186,36.91872
16,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.306232,36.803278,-1.297513247,36.80466056
34B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.290194,36.901926,-1.29205,36.90041
100,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.17498,36.83448,-1.17895,36.83748
45K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.200083,36.920391,-1.203692,36.917342
14A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.306788325,36.81639791,-1.306740046,36.81871533
8,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.301224,36.792779,-1.301329,36.79094
33NG,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.297464967,36.80522919,-1.307506,36.802754
20,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.280808449,36.9014883,-1.282866061,36.90265775
48C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.270804,36.807211,-1.265645,36.801015
34J,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.322794,36.899198,-1.321225,36.89818
48O,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.271117,36.806804,-1.272474,36.803714
135,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.148981,36.63797,-1.154283,36.63886
33H,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.280986,36.963754,-1.282915503,36.96002483
23W,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.272559404,36.81514263,-1.268125,36.811299
11B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.21102,36.79019,-1.21641,36.79927
12C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.309533,36.828803,-1.31409216,36.83102131
11_2,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.299465895,36.82516873,-1.298461,36.828025
120,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.266785,36.834315,-1.25919,36.84238
26S,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26271,36.87912,-1.265797,36.879828
1961K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
33DC,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.326522,36.895331,-1.325403,36.897198
49,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.271651387,36.82829618,-1.266785,36.834315
33UTW,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.309533,36.828803,-1.316765,36.833987
33H,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.326522,36.895331,-1.325403,36.897198
114W,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.128719,36.633928,-1.131017,36.634524
32D,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.267348,36.843678,-1.266468,36.847688
145B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.165114,36.958521,-1.168246,36.967919
18C,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.265889,36.85133,-1.26582,36.857434
26S,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.28848,36.863025,-1.287236,36.865176
34B,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.29454,36.85315,-1.29528,36.85678
100,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.266785,36.834315,-1.25919,36.84238
23W,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.272516,36.815132,-1.281633,36.822361
1961K,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27306,36.91822,-1.27431,36.91784
14B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.307314038,36.82369888,-1.3083601,36.82227194
33TP,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.321225,36.89818,-1.319159,36.896993
16/62,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.27537,36.91743,-1.27635,36.91676
145,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.252175,36.859441,-1.248428822,36.86317563
33J,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.326522,36.895331,-1.325403,36.897198
33C,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.322794,36.899198,-1.321225,36.89818
111,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.299708,36.787362,-1.299889,36.783829
17B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.232031,36.92611,-1.231538,36.924968
33B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.309533,36.828803,-1.316765,36.833987
45G,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.221149,36.890238,-1.221498,36.88989
3738,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.261081,36.887801,-1.260132,36.890638
115,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.131017,36.634524,-1.145791,36.637495
32A,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.311585,36.778173,-1.311405,36.778461
145,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.155023575,36.96036816,-1.167324,36.955388
34J,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.29288,36.846,-1.2936,36.8492
45P,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.207715,36.924788,-1.209074,36.928213
14,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.262392,36.866339,-1.263947,36.861146
33J,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.289385,36.97466,-1.287374,36.973999
14,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.26989,36.838241,-1.268941,36.841927
14B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.307930946,36.81912303,-1.305291653,36.82473421
1961Kd,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.27306,36.91822,-1.27431,36.91784
28,2017-01-03 06:10:00,2017-01-03 06:12:00,120,-1.262131,36.86737,-1.262392,36.866339
33B,2017-01-03 06:10:00,2017-01-03 06:15:00,300,-1.302358,36.915885,-1.303645,36.916636
